sample_accession	run_accession	library_layout	organism	Platform	UMI	study_accession	Tissue	Covariate	Age	integration_group	TissueNote	Source	bam10x	Comment	biosample	Organ	sex	retina_region	strain
SRS5055033	SRR9632558	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922684: Per_R33_C16; Homo sapiens; RNA-Seq | NA | Per_R33_C16	Tissue	NA	NA	SAMN12201498	Eye	NA	NA	NA
SRS5055032	SRR9632557	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922683: Per_R32_C71; Homo sapiens; RNA-Seq | NA | Per_R32_C71	Tissue	NA	NA	SAMN12201499	Eye	NA	NA	NA
SRS5055031	SRR9632556	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922682: Per_R32_C60; Homo sapiens; RNA-Seq | NA | Per_R32_C60	Tissue	NA	NA	SAMN12201503	Eye	NA	NA	NA
SRS5055030	SRR9632555	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922681: Per_R32_C47; Homo sapiens; RNA-Seq | NA | Per_R32_C47	Tissue	NA	NA	SAMN12201504	Eye	NA	NA	NA
SRS5055029	SRR9632554	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922680: Per_R32_C39; Homo sapiens; RNA-Seq | NA | Per_R32_C39	Tissue	NA	NA	SAMN12201500	Eye	NA	NA	NA
SRS5055028	SRR9631641	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922247: Mac_R41_C50; Homo sapiens; RNA-Seq | NA | Mac_R41_C50	Tissue	NA	NA	SAMN12200205	Eye	NA	NA	NA
SRS5055027	SRR9631640	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922246: Mac_R41_C0; Homo sapiens; RNA-Seq | NA | Mac_R41_C0	Tissue	NA	NA	SAMN12200206	Eye	NA	NA	NA
SRS5055026	SRR9631639	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922245: Mac_R40_C56; Homo sapiens; RNA-Seq | NA | Mac_R40_C56	Tissue	NA	NA	SAMN12200207	Eye	NA	NA	NA
SRS5055025	SRR9631638	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922244: Mac_R40_C52; Homo sapiens; RNA-Seq | NA | Mac_R40_C52	Tissue	NA	NA	SAMN12200208	Eye	NA	NA	NA
SRS5055023	SRR9631637	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922243: Mac_R40_C1; Homo sapiens; RNA-Seq | NA | Mac_R40_C1	Tissue	NA	NA	SAMN12200209	Eye	NA	NA	NA
SRS5055024	SRR9631636	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922242: Mac_R40_C10; Homo sapiens; RNA-Seq | NA | Mac_R40_C10	Tissue	NA	NA	SAMN12200210	Eye	NA	NA	NA
SRS5055022	SRR9631635	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922241: Mac_R40_C0; Homo sapiens; RNA-Seq | NA | Mac_R40_C0	Tissue	NA	NA	SAMN12200211	Eye	NA	NA	NA
SRS5055021	SRR9631634	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3922240: Mac_R3_C6; Homo sapiens; RNA-Seq | NA | Mac_R3_C6	Tissue	NA	NA	SAMN12200212	Eye	NA	NA	NA
SRS5055020	SRR9630737	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921823: sample_R61_C14; Homo sapiens; RNA-Seq | NA | sample_R61_C14	Tissue	NA	NA	SAMN12200658	Eye	NA	NA	NA
SRS5055019	SRR9630736	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921822: sample_R61_C11; Homo sapiens; RNA-Seq | NA | sample_R61_C11	Tissue	NA	NA	SAMN12200659	Eye	NA	NA	NA
SRS5055017	SRR9630735	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921821: sample_R60_C70; Homo sapiens; RNA-Seq | NA | sample_R60_C70	Tissue	NA	NA	SAMN12200660	Eye	NA	NA	NA
SRS5055018	SRR9630734	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921820: sample_R60_C69; Homo sapiens; RNA-Seq | NA | sample_R60_C69	Tissue	NA	NA	SAMN12200661	Eye	NA	NA	NA
SRS5055016	SRR9630733	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921819: sample_R60_C5; Homo sapiens; RNA-Seq | NA | sample_R60_C5	Tissue	NA	NA	SAMN12200662	Eye	NA	NA	NA
SRS5055015	SRR9630732	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921818: sample_R60_C58; Homo sapiens; RNA-Seq | NA | sample_R60_C58	Tissue	NA	NA	SAMN12200663	Eye	NA	NA	NA
SRS5055014	SRR9630731	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921817: sample_R60_C4; Homo sapiens; RNA-Seq | NA | sample_R60_C4	Tissue	NA	NA	SAMN12200664	Eye	NA	NA	NA
SRS5055012	SRR9630730	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921816: sample_R60_C41; Homo sapiens; RNA-Seq | NA | sample_R60_C41	Tissue	NA	NA	SAMN12200665	Eye	NA	NA	NA
SRS5055013	SRR9630289	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921535: sample_R49_C4; Homo sapiens; RNA-Seq | NA | sample_R49_C4	Tissue	NA	NA	SAMN12199350	Eye	NA	NA	NA
SRS5055011	SRR9630288	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921534: sample_R49_C48; Homo sapiens; RNA-Seq | NA | sample_R49_C48	Tissue	NA	NA	SAMN12199352	Eye	NA	NA	NA
SRS5055010	SRR9630287	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921533: sample_R49_C46; Homo sapiens; RNA-Seq | NA | sample_R49_C46	Tissue	NA	NA	SAMN12199353	Eye	NA	NA	NA
SRS5055009	SRR9630286	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921532: sample_R49_C43; Homo sapiens; RNA-Seq | NA | sample_R49_C43	Tissue	NA	NA	SAMN12199355	Eye	NA	NA	NA
SRS5055008	SRR9630285	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921531: sample_R49_C41; Homo sapiens; RNA-Seq | NA | sample_R49_C41	Tissue	NA	NA	SAMN12199356	Eye	NA	NA	NA
SRS5055007	SRR9630284	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921530: sample_R49_C3; Homo sapiens; RNA-Seq | NA | sample_R49_C3	Tissue	NA	NA	SAMN12199357	Eye	NA	NA	NA
SRS5055006	SRR9630283	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921529: sample_R49_C35; Homo sapiens; RNA-Seq | NA | sample_R49_C35	Tissue	NA	NA	SAMN12199358	Eye	NA	NA	NA
SRS5055005	SRR9630282	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921528: sample_R49_C31; Homo sapiens; RNA-Seq | NA | sample_R49_C31	Tissue	NA	NA	SAMN12199359	Eye	NA	NA	NA
SRS5055004	SRR9629281	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921087: sample_R2_C51; Homo sapiens; RNA-Seq | NA | sample_R2_C51	Tissue	NA	NA	SAMN12199788	Eye	NA	NA	NA
SRS5055003	SRR9629280	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921086: sample_R2_C4; Homo sapiens; RNA-Seq | NA | sample_R2_C4	Tissue	NA	NA	SAMN12199847	Eye	NA	NA	NA
SRS5055002	SRR9629279	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921085: sample_R2_C47; Homo sapiens; RNA-Seq | NA | sample_R2_C47	Tissue	NA	NA	SAMN12199848	Eye	NA	NA	NA
SRS5055001	SRR9629278	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921084: sample_R2_C43; Homo sapiens; RNA-Seq | NA | sample_R2_C43	Tissue	NA	NA	SAMN12199849	Eye	NA	NA	NA
SRS5055000	SRR9629277	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921083: sample_R2_C41; Homo sapiens; RNA-Seq | NA | sample_R2_C41	Tissue	NA	NA	SAMN12199850	Eye	NA	NA	NA
SRS5054999	SRR9629276	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921082: sample_R2_C40; Homo sapiens; RNA-Seq | NA | sample_R2_C40	Tissue	NA	NA	SAMN12199851	Eye	NA	NA	NA
SRS5054998	SRR9629275	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921081: sample_R2_C37; Homo sapiens; RNA-Seq | NA | sample_R2_C37	Tissue	NA	NA	SAMN12199852	Eye	NA	NA	NA
SRS5054997	SRR9629274	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P3	Adult	NA	GSM3921080: sample_R2_C36; Homo sapiens; RNA-Seq | NA | sample_R2_C36	Tissue	NA	NA	SAMN12199853	Eye	NA	NA	NA
SRS5054996	SRR9633976	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920199: M_R63_C44; Homo sapiens; RNA-Seq | NA | M_R63_C44	Tissue	NA	NA	SAMN12197191	Eye	NA	NA	NA
SRS5054994	SRR9633975	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920198: M_R63_C43; Homo sapiens; RNA-Seq | NA | M_R63_C43	Tissue	NA	NA	SAMN12197192	Eye	NA	NA	NA
SRS5054995	SRR9633974	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920197: M_R63_C41; Homo sapiens; RNA-Seq | NA | M_R63_C41	Tissue	NA	NA	SAMN12197193	Eye	NA	NA	NA
SRS5054993	SRR9633973	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920196: M_R63_C40; Homo sapiens; RNA-Seq | NA | M_R63_C40	Tissue	NA	NA	SAMN12197194	Eye	NA	NA	NA
SRS5054992	SRR9633972	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920195: M_R63_C39; Homo sapiens; RNA-Seq | NA | M_R63_C39	Tissue	NA	NA	SAMN12197212	Eye	NA	NA	NA
SRS5054991	SRR9633971	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920194: M_R63_C38; Homo sapiens; RNA-Seq | NA | M_R63_C38	Tissue	NA	NA	SAMN12197058	Eye	NA	NA	NA
SRS5054990	SRR9633970	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920193: M_R63_C21; Homo sapiens; RNA-Seq | NA | M_R63_C21	Tissue	NA	NA	SAMN12197059	Eye	NA	NA	NA
SRS5054989	SRR9633969	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3920192: M_R63_C14; Homo sapiens; RNA-Seq | NA | M_R63_C14	Tissue	NA	NA	SAMN12197060	Eye	NA	NA	NA
SRS5054988	SRR9632986	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919751: Macular_R71_C68; Homo sapiens; RNA-Seq | NA | Macular_R71_C68	Tissue	NA	NA	SAMN12191167	Eye	NA	Macula	NA
SRS5054987	SRR9632985	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919750: Macular_R71_C67; Homo sapiens; RNA-Seq | NA | Macular_R71_C67	Tissue	NA	NA	SAMN12191168	Eye	NA	Macula	NA
SRS5054986	SRR9632984	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919749: Macular_R71_C65; Homo sapiens; RNA-Seq | NA | Macular_R71_C65	Tissue	NA	NA	SAMN12191169	Eye	NA	Macula	NA
SRS5054985	SRR9632983	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919748: Macular_R71_C64; Homo sapiens; RNA-Seq | NA | Macular_R71_C64	Tissue	NA	NA	SAMN12191170	Eye	NA	Macula	NA
SRS5054984	SRR9632982	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919747: Macular_R71_C63; Homo sapiens; RNA-Seq | NA | Macular_R71_C63	Tissue	NA	NA	SAMN12191171	Eye	NA	Macula	NA
SRS5054983	SRR9632981	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919746: Macular_R71_C59; Homo sapiens; RNA-Seq | NA | Macular_R71_C59	Tissue	NA	NA	SAMN12191172	Eye	NA	Macula	NA
SRS5054982	SRR9632980	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919745: Macular_R71_C57; Homo sapiens; RNA-Seq | NA | Macular_R71_C57	Tissue	NA	NA	SAMN12191173	Eye	NA	Macula	NA
SRS5054979	SRR9632979	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919744: Macular_R71_C56; Homo sapiens; RNA-Seq | NA | Macular_R71_C56	Tissue	NA	NA	SAMN12191174	Eye	NA	Macula	NA
SRS5054981	SRR9632249	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919335: Macular_R50_C45; Homo sapiens; RNA-Seq | NA | Macular_R50_C45	Tissue	NA	NA	SAMN12191072	Eye	NA	Macula	NA
SRS5054980	SRR9632248	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919334: Macular_R50_C44; Homo sapiens; RNA-Seq | NA | Macular_R50_C44	Tissue	NA	NA	SAMN12191073	Eye	NA	Macula	NA
SRS5054978	SRR9632247	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919333: Macular_R50_C41; Homo sapiens; RNA-Seq | NA | Macular_R50_C41	Tissue	NA	NA	SAMN12191074	Eye	NA	Macula	NA
SRS5054977	SRR9632246	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919332: Macular_R50_C40; Homo sapiens; RNA-Seq | NA | Macular_R50_C40	Tissue	NA	NA	SAMN12191075	Eye	NA	Macula	NA
SRS5054975	SRR9632245	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919331: Macular_R50_C39; Homo sapiens; RNA-Seq | NA | Macular_R50_C39	Tissue	NA	NA	SAMN12191076	Eye	NA	Macula	NA
SRS5054976	SRR9632244	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919330: Macular_R50_C37; Homo sapiens; RNA-Seq | NA | Macular_R50_C37	Tissue	NA	NA	SAMN12191077	Eye	NA	Macula	NA
SRS5054974	SRR9632243	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919329: Macular_R50_C36; Homo sapiens; RNA-Seq | NA | Macular_R50_C36	Tissue	NA	NA	SAMN12191078	Eye	NA	Macula	NA
SRS5054973	SRR9632242	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3919328: Macular_R50_C35; Homo sapiens; RNA-Seq | NA | Macular_R50_C35	Tissue	NA	NA	SAMN12191079	Eye	NA	Macula	NA
SRS5054972	SRR9631433	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918919: Macular_R25_C19; Homo sapiens; RNA-Seq | NA | Macular_R25_C19	Tissue	NA	NA	SAMN12189984	Eye	NA	Macula	NA
SRS5054971	SRR9631432	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918918: Macular_R25_C17; Homo sapiens; RNA-Seq | NA | Macular_R25_C17	Tissue	NA	NA	SAMN12189985	Eye	NA	Macula	NA
SRS5054970	SRR9631431	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918917: Macular_R25_C14; Homo sapiens; RNA-Seq | NA | Macular_R25_C14	Tissue	NA	NA	SAMN12189986	Eye	NA	Macula	NA
SRS5054969	SRR9631430	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918916: Macular_R25_C13; Homo sapiens; RNA-Seq | NA | Macular_R25_C13	Tissue	NA	NA	SAMN12189987	Eye	NA	Macula	NA
SRS5054968	SRR9631429	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918915: Macular_R24_C8; Homo sapiens; RNA-Seq | NA | Macular_R24_C8	Tissue	NA	NA	SAMN12189988	Eye	NA	Macula	NA
SRS5054967	SRR9631428	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918914: Macular_R24_C61; Homo sapiens; RNA-Seq | NA | Macular_R24_C61	Tissue	NA	NA	SAMN12189989	Eye	NA	Macula	NA
SRS5054966	SRR9631427	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918913: Macular_R24_C58; Homo sapiens; RNA-Seq | NA | Macular_R24_C58	Tissue	NA	NA	SAMN12189990	Eye	NA	Macula	NA
SRS5054965	SRR9631426	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P2	Adult	NA	GSM3918912: Macular_R24_C56; Homo sapiens; RNA-Seq | NA | Macular_R24_C56	Tissue	NA	NA	SAMN12189991	Eye	NA	Macula	NA
SRS5054964	SRR9630641	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918527: Periph_Nuc_R59_C65; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C65	Tissue	NA	NA	SAMN12190489	Eye	NA	Peripheral	NA
SRS5054963	SRR9630640	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918526: Periph_Nuc_R59_C64; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C64	Tissue	NA	NA	SAMN12190490	Eye	NA	Peripheral	NA
SRS5054962	SRR9630639	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918525: Periph_Nuc_R59_C43; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C43	Tissue	NA	NA	SAMN12190491	Eye	NA	Peripheral	NA
SRS5054961	SRR9630638	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918524: Periph_Nuc_R59_C42; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C42	Tissue	NA	NA	SAMN12190492	Eye	NA	Peripheral	NA
SRS5054960	SRR9630637	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918523: Periph_Nuc_R59_C41; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C41	Tissue	NA	NA	SAMN12190493	Eye	NA	Peripheral	NA
SRS5054959	SRR9630636	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918522: Periph_Nuc_R59_C18; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C18	Tissue	NA	NA	SAMN12190494	Eye	NA	Peripheral	NA
SRS5054958	SRR9630635	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918521: Periph_Nuc_R59_C17; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C17	Tissue	NA	NA	SAMN12190495	Eye	NA	Peripheral	NA
SRS5054957	SRR9630634	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918520: Periph_Nuc_R59_C15; Homo sapiens; RNA-Seq | NA | Periph_Nuc_R59_C15	Tissue	NA	NA	SAMN12190496	Eye	NA	Peripheral	NA
SRS5054955	SRR9629801	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918087: Macu_Nuc_R55_C29; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R55_C29	Tissue	NA	NA	SAMN12189492	Eye	NA	NA	NA
SRS5054956	SRR9629800	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918086: Macu_Nuc_R55_C26; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R55_C26	Tissue	NA	NA	SAMN12189493	Eye	NA	NA	NA
SRS5054954	SRR9629799	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918085: Macu_Nuc_R55_C24; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R55_C24	Tissue	NA	NA	SAMN12189494	Eye	NA	NA	NA
SRS5054953	SRR9629798	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918084: Macu_Nuc_R55_C1; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R55_C1	Tissue	NA	NA	SAMN12189495	Eye	NA	NA	NA
SRS5054951	SRR9629797	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918083: Macu_Nuc_R54_C9; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R54_C9	Tissue	NA	NA	SAMN12189496	Eye	NA	NA	NA
SRS5054952	SRR9629796	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918082: Macu_Nuc_R54_C49; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R54_C49	Tissue	NA	NA	SAMN12189497	Eye	NA	NA	NA
SRS5054950	SRR9629795	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918081: Macu_Nuc_R54_C27; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R54_C27	Tissue	NA	NA	SAMN12189498	Eye	NA	NA	NA
SRS5054949	SRR9629794	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3918080: Macu_Nuc_R54_C26; Homo sapiens; RNA-Seq | NA | Macu_Nuc_R54_C26	Tissue	NA	NA	SAMN12189499	Eye	NA	NA	NA
SRS5054948	SRR9628873	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917639: Mac1cell_R62_C41; Homo sapiens; RNA-Seq | NA | Mac1cell_R62_C41	Tissue	NA	NA	SAMN12189172	Eye	NA	NA	NA
SRS5054947	SRR9628872	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917638: Mac1cell_R62_C39; Homo sapiens; RNA-Seq | NA | Mac1cell_R62_C39	Tissue	NA	NA	SAMN12189173	Eye	NA	NA	NA
SRS5054945	SRR9628871	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917637: Mac1cell_R62_C26; Homo sapiens; RNA-Seq | NA | Mac1cell_R62_C26	Tissue	NA	NA	SAMN12189177	Eye	NA	NA	NA
SRS5054946	SRR9628870	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917636: Mac1cell_R62_C1; Homo sapiens; RNA-Seq | NA | Mac1cell_R62_C1	Tissue	NA	NA	SAMN12189182	Eye	NA	NA	NA
SRS5054944	SRR9628869	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917635: Mac1cell_R62_C19; Homo sapiens; RNA-Seq | NA | Mac1cell_R62_C19	Tissue	NA	NA	SAMN12189183	Eye	NA	NA	NA
SRS5054942	SRR9628868	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917634: Mac1cell_R62_C16; Homo sapiens; RNA-Seq | NA | Mac1cell_R62_C16	Tissue	NA	NA	SAMN12189185	Eye	NA	NA	NA
SRS5054943	SRR9628867	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917633: Mac1cell_R62_C14; Homo sapiens; RNA-Seq | NA | Mac1cell_R62_C14	Tissue	NA	NA	SAMN12189180	Eye	NA	NA	NA
SRS5054941	SRR9628866	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3917632: Mac1cell_R61_C9; Homo sapiens; RNA-Seq | NA | Mac1cell_R61_C9	Tissue	NA	NA	SAMN12189181	Eye	NA	NA	NA
SRS5054940	SRR9633904	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916847: Mac1cell_R1_C32; Homo sapiens; RNA-Seq | NA | Mac1cell_R1_C32	Tissue	NA	NA	SAMN12187813	Eye	NA	NA	NA
SRS5054939	SRR9633903	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916846: Mac1cell_R1_C26; Homo sapiens; RNA-Seq | NA | Mac1cell_R1_C26	Tissue	NA	NA	SAMN12187819	Eye	NA	NA	NA
SRS5054937	SRR9633902	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916845: Mac1cell_R1_C20; Homo sapiens; RNA-Seq | NA | Mac1cell_R1_C20	Tissue	NA	NA	SAMN12187821	Eye	NA	NA	NA
SRS5054935	SRR9633901	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916844: Mac1cell_R1_C19; Homo sapiens; RNA-Seq | NA | Mac1cell_R1_C19	Tissue	NA	NA	SAMN12187822	Eye	NA	NA	NA
SRS5054938	SRR9633900	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916843: Mac1cell_R1_C12; Homo sapiens; RNA-Seq | NA | Mac1cell_R1_C12	Tissue	NA	NA	SAMN12187823	Eye	NA	NA	NA
SRS5054934	SRR9633899	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916842: Mac1cell_R1_C11; Homo sapiens; RNA-Seq | NA | Mac1cell_R1_C11	Tissue	NA	NA	SAMN12187706	Eye	NA	NA	NA
SRS5054933	SRR9633898	SINGLE	Homo sapiens	SCRBSeq	No	SRP212788	Retina	P1	Adult	NA	GSM3916841: Mac1cell_R19_C9; Homo sapiens; RNA-Seq | NA | Mac1cell_R19_C9	Tissue	NA	NA	SAMN12187707	Eye	NA	NA	NA
