Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
BC017647	Genbank	MGI:2384939	Fam222b	family with sequence similarity 222, member B	protein coding gene
BC018242	old symbol	MGI:2384575	Plppr2	phospholipid phosphatase related 2	protein coding gene
BC018242	Genbank	MGI:2384575	Plppr2	phospholipid phosphatase related 2	protein coding gene
BC018473	current symbol	MGI:3039625	BC018473	cDNA sequence BC018473	lncRNA gene
BC018473	Genbank	MGI:3039625	BC018473	cDNA sequence BC018473	lncRNA gene
BC018507	old symbol	MGI:2385865	Ice1	interactor of little elongation complex ELL subunit 1	protein coding gene
BC018507	Genbank	MGI:2385865	Ice1	interactor of little elongation complex ELL subunit 1	protein coding gene
BC020402	current symbol	MGI:3039621	BC020402	cDNA sequence BC020402	lncRNA gene
BC020402	Genbank	MGI:3039621	BC020402	cDNA sequence BC020402	lncRNA gene
BC020535	old symbol	MGI:2385159	Ccm2l	cerebral cavernous malformation 2-like	protein coding gene
BC020535	Genbank	MGI:2385159	Ccm2l	cerebral cavernous malformation 2-like	protein coding gene
BC021614	old symbol	MGI:2385078	Gstp3	glutathione S-transferase pi 3	protein coding gene
BC021614	Genbank	MGI:2385078	Gstp3	glutathione S-transferase pi 3	protein coding gene
BC021767	current symbol	MGI:3615512	BC021767	cDNA sequence BC021767	pseudogene
BC021767	Genbank	MGI:3615512	BC021767	cDNA sequence BC021767	pseudogene
BC021785	old symbol	MGI:2446139	Mfsd4b5	major facilitator superfamily domain containing 4B5	protein coding gene
BC021785	Genbank	MGI:2446139	Mfsd4b5	major facilitator superfamily domain containing 4B5	protein coding gene
BC021891	old symbol	MGI:2385307	Map3k21	mitogen-activated protein kinase kinase kinase 21	protein coding gene
BC021891	Genbank	MGI:2385307	Map3k21	mitogen-activated protein kinase kinase kinase 21	protein coding gene
BC022687	old symbol	MGI:2443738	Clba1	clathrin binding box of aftiphilin containing 1	protein coding gene
BC022687	Genbank	MGI:2443738	Clba1	clathrin binding box of aftiphilin containing 1	protein coding gene
BC023829	old symbol	MGI:2448555	Tmem185a	transmembrane protein 185A	protein coding gene
BC023829	Genbank	MGI:2448555	Tmem185a	transmembrane protein 185A	protein coding gene
BC024139	current symbol	MGI:2442591	BC024139	cDNA sequence BC024139	protein coding gene
BC024139	Genbank	MGI:2442591	BC024139	cDNA sequence BC024139	protein coding gene
BC024386	current symbol	MGI:2669313	BC024386	cDNA sequence BC023486	lncRNA gene
BC024386	Genbank	MGI:2669313	BC024386	cDNA sequence BC023486	lncRNA gene
BC024479	old symbol	MGI:2384579	Msantd2	Myb/SANT-like DNA-binding domain containing 2	protein coding gene
BC024479	Genbank	MGI:2384579	Msantd2	Myb/SANT-like DNA-binding domain containing 2	protein coding gene
BC024582	old symbol	MGI:3041246	Bach2os	BTB and CNC homology 2, opposite strand	antisense lncRNA gene
BC024582	Genbank	MGI:3041246	Bach2os	BTB and CNC homology 2, opposite strand	antisense lncRNA gene
BC024659	old symbol	MGI:2652854	Smim13	small integral membrane protein 13	protein coding gene
BC024659	Genbank	MGI:2652854	Smim13	small integral membrane protein 13	protein coding gene
BC024978	current symbol	MGI:3041247	BC024978	cDNA sequence BC024978	protein coding gene
BC024978	Genbank	MGI:3041247	BC024978	cDNA sequence BC024978	protein coding gene
BC025920	current symbol	MGI:2670983	BC025920	cDNA sequence BC025920	protein coding gene
BC025920	Genbank	MGI:2670983	BC025920	cDNA sequence BC025920	protein coding gene
BC026585	old symbol	MGI:2448516	Cryzl2	crystallin zeta like 2	protein coding gene
BC026585	Genbank	MGI:2448516	Cryzl2	crystallin zeta like 2	protein coding gene
BC026590	old symbol	MGI:2677850	Abitram	actin binding transcription modulator	protein coding gene
BC026590	Genbank	MGI:2677850	Abitram	actin binding transcription modulator	protein coding gene
BC027072	old symbol	MGI:2385061	Pcare	photoreceptor cilium actin regulator	protein coding gene
BC027072	Genbank	MGI:2385061	Pcare	photoreceptor cilium actin regulator	protein coding gene
BC027231	old symbol	MGI:2384836	Nepro	nucleolus and neural progenitor protein	protein coding gene
BC027231	Genbank	MGI:2384836	Nepro	nucleolus and neural progenitor protein	protein coding gene
BC028528	current symbol	MGI:2385885	BC028528	cDNA sequence BC028528	protein coding gene
BC028528	Genbank	MGI:2385885	BC028528	cDNA sequence BC028528	protein coding gene
BC029214	old symbol	MGI:2442831	Paxx	non-homologous end joining factor	protein coding gene
BC029214	Genbank	MGI:2442831	Paxx	non-homologous end joining factor	protein coding gene
BC029722	current symbol	MGI:3584273	BC029722	cDNA sequence BC029722	protein coding gene
BC029722	Genbank	MGI:3584273	BC029722	cDNA sequence BC029722	protein coding gene
BC030307	old symbol	MGI:2387653	Ttc41	tetratricopeptide repeat domain 41	protein coding gene
BC030307	Genbank	MGI:2387653	Ttc41	tetratricopeptide repeat domain 41	protein coding gene
BC030336	old symbol	MGI:2446240	Mosmo	modulator of smoothened	protein coding gene
BC030336	Genbank	MGI:2446240	Mosmo	modulator of smoothened	protein coding gene
BC030476	old symbol	MGI:2447772	Erich5	glutamate rich 5	protein coding gene
BC030476	Genbank	MGI:2447772	Erich5	glutamate rich 5	protein coding gene
BC030500	current symbol	MGI:2447770	BC030500	cDNA sequence BC030500	protein coding gene
BC030500	Genbank	MGI:2447770	BC030500	cDNA sequence BC030500	protein coding gene
BC030867	old symbol	MGI:2387601	Hrob	homologous recombination factor with OB-fold	protein coding gene
BC030867	Genbank	MGI:2387601	Hrob	homologous recombination factor with OB-fold	protein coding gene
BC030870	old symbol	MGI:3039572	Smim31	small integral membrane protein 31	protein coding gene
BC030870	Genbank	MGI:3039572	Smim31	small integral membrane protein 31	protein coding gene
BC031181	current symbol	MGI:3039614	BC031181	cDNA sequence BC031181	protein coding gene
BC031181	Genbank	MGI:3039614	BC031181	cDNA sequence BC031181	protein coding gene
BC031353	old symbol	MGI:2387648	Fam214a	family with sequence similarity 214, member A	protein coding gene
BC031353	Genbank	MGI:2387648	Fam214a	family with sequence similarity 214, member A	protein coding gene
BC031361	current symbol	MGI:3041250	BC031361	cDNA sequence BC031361	lncRNA gene
BC031361	Genbank	MGI:3041250	BC031361	cDNA sequence BC031361	lncRNA gene
BC031781	old symbol	MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	protein coding gene
BC031781	Genbank	MGI:2384788	Sde2	SDE2 telomere maintenance homolog (S. pombe)	protein coding gene
BC032203	old symbol	MGI:2673855	Bicral	BRD4 interacting chromatin remodeling complex associated protein like	protein coding gene
BC032203	Genbank	MGI:2673855	Bicral	BRD4 interacting chromatin remodeling complex associated protein like	protein coding gene
BC033916	old symbol	MGI:3054967	Smim40	small integral membrane protein 40	protein coding gene
BC033916	Genbank	MGI:3054967	Smim40	small integral membrane protein 40	protein coding gene
BC035044	current symbol	MGI:2448540	BC035044	cDNA sequence BC035044	protein coding gene
BC035044	Genbank	MGI:2448540	BC035044	cDNA sequence BC035044	protein coding gene
BC037032	current symbol	MGI:3040924	BC037032	cDNA Sequence BC037032	lncRNA gene
BC037032	Genbank	MGI:3040924	BC037032	cDNA Sequence BC037032	lncRNA gene
BC037034	old symbol	MGI:2385896	Map11	microtubule associated protein 11	protein coding gene
BC037034	Genbank	MGI:2385896	Map11	microtubule associated protein 11	protein coding gene
BC037704	current symbol	MGI:2652856	BC037704	cDNA sequence BC037704	lncRNA gene
BC037704	Genbank	MGI:2652856	BC037704	cDNA sequence BC037704	lncRNA gene
BC039771	current symbol	MGI:3040676	BC039771	cDNA sequence BC039771	lncRNA gene
BC039771	Genbank	MGI:3040676	BC039771	cDNA sequence BC039771	lncRNA gene
BC039966	current symbol	MGI:3039570	BC039966	cDNA sequence BC039966	lncRNA gene
BC039966	Genbank	MGI:3039570	BC039966	cDNA sequence BC039966	lncRNA gene
BC046331	old symbol	MGI:2687282	Cep104	centrosomal protein 104	protein coding gene
BC046331	Genbank	MGI:2687282	Cep104	centrosomal protein 104	protein coding gene
BC046404	old symbol	MGI:2682293	Lrrc75a	leucine rich repeat containing 75A	protein coding gene
BC046404	Genbank	MGI:2682293	Lrrc75a	leucine rich repeat containing 75A	protein coding gene
BC048355	old symbol	MGI:3039376	Dnph1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	protein coding gene
BC048355	Genbank	MGI:3039376	Dnph1	2'-deoxynucleoside 5'-phosphate N-hydrolase 1	protein coding gene
BC048403	current symbol	MGI:2670984	BC048403	cDNA sequence BC048403	protein coding gene
BC048403	Genbank	MGI:2670984	BC048403	cDNA sequence BC048403	protein coding gene
BC048502	old symbol	MGI:2652828	Gtsf2	gametocyte specific factor 2	protein coding gene
BC048502	Genbank	MGI:2652828	Gtsf2	gametocyte specific factor 2	protein coding gene
BC048507	current symbol	MGI:3040680	BC048507	cDNA sequence BC048507	protein coding gene
BC048507	Genbank	MGI:3040680	BC048507	cDNA sequence BC048507	protein coding gene
BC048546	old symbol	MGI:3039594	A2ml1	alpha-2-macroglobulin like 1	protein coding gene
BC048546	Genbank	MGI:3039594	A2ml1	alpha-2-macroglobulin like 1	protein coding gene
BC048562	current symbol	MGI:3618861	BC048562	cDNA sequence BC048562	protein coding gene
BC048562	Genbank	MGI:3618861	BC048562	cDNA sequence BC048562	protein coding gene
BC048602	current symbol	MGI:3758910	BC048602	cDNA sequence BC048602	lncRNA gene
BC048602	Genbank	MGI:3758910	BC048602	cDNA sequence BC048602	lncRNA gene
BC048609	old symbol	MGI:3690536	Tmem262	transmembrane protein 262	protein coding gene
BC048609	Genbank	MGI:3690536	Tmem262	transmembrane protein 262	protein coding gene
BC048644	current symbol	MGI:3039566	BC048644	cDNA sequence BC048644	protein coding gene
BC048644	Genbank	MGI:3039566	BC048644	cDNA sequence BC048644	protein coding gene
BC048671	current symbol	MGI:2679261	BC048671	cDNA sequence BC048671	protein coding gene
BC048671	Genbank	MGI:2679261	BC048671	cDNA sequence BC048671	protein coding gene
BC048679	current symbol	MGI:3510776	BC048679	cDNA sequence BC048679	protein coding gene
BC048679	Genbank	MGI:3510776	BC048679	cDNA sequence BC048679	protein coding gene
BC048943	old symbol	MGI:2675860	Rd3l	retinal degeneration 3-like	protein coding gene
BC048943	Genbank	MGI:2675860	Rd3l	retinal degeneration 3-like	protein coding gene
BC049352	current symbol	MGI:3040681	BC049352	cDNA sequence BC049352	protein coding gene
BC049352	Genbank	MGI:3040681	BC049352	cDNA sequence BC049352	protein coding gene
BC049635	old symbol	MGI:2679716	Fam205c	family with sequence similarity 205, member C	protein coding gene
BC049635	Genbank	MGI:2679716	Fam205c	family with sequence similarity 205, member C	protein coding gene
BC049715	current symbol	MGI:3605234	BC049715	cDNA sequence BC049715	protein coding gene
BC049715	Genbank	MGI:3605234	BC049715	cDNA sequence BC049715	protein coding gene
BC049730	old symbol	MGI:2681843	Lypd10	Ly6/PLAUR domain containing 10	protein coding gene
BC049730	Genbank	MGI:2681843	Lypd10	Ly6/PLAUR domain containing 10	protein coding gene
BC049762	current symbol	MGI:3039622	BC049762	cDNA sequence BC049762	protein coding gene
BC049762	Genbank	MGI:3039622	BC049762	cDNA sequence BC049762	protein coding gene
BC051019	current symbol	MGI:1928824	BC051019	cDNA sequence BC051019	protein coding gene
BC051019	Genbank	MGI:1928824	BC051019	cDNA sequence BC051019	protein coding gene
BC051070	old symbol	MGI:2682303	Chil6	chitinase-like 6	protein coding gene
BC051070	Genbank	MGI:2682303	Chil6	chitinase-like 6	protein coding gene
BC051142	current symbol	MGI:3039565	BC051142	cDNA sequence BC051142	protein coding gene
BC051142	Genbank	MGI:3039565	BC051142	cDNA sequence BC051142	protein coding gene
BC051226	current symbol	MGI:3039585	BC051226	cDNA sequence BC051226	lncRNA gene
BC051226	Genbank	MGI:3039585	BC051226	cDNA sequence BC051226	lncRNA gene
BC051537	current symbol	MGI:3041255	BC051537	cDNA sequence BC051537	lncRNA gene
BC051537	Genbank	MGI:3041255	BC051537	cDNA sequence BC051537	lncRNA gene
BC051628	old symbol	MGI:3051572	Fndc11	fibronectin type III domain containing 11	protein coding gene
BC051628	Genbank	MGI:3051572	Fndc11	fibronectin type III domain containing 11	protein coding gene
BC051665	current symbol	MGI:2682300	BC051665	cDNA sequence BC051665	protein coding gene
BC051665	Genbank	MGI:2682300	BC051665	cDNA sequence BC051665	protein coding gene
BC052040	current symbol	MGI:3026886	BC052040	cDNA sequence BC052040	protein coding gene
BC052040	Genbank	MGI:3026886	BC052040	cDNA sequence BC052040	protein coding gene
BC052688	current symbol	MGI:3583898	BC052688	cDNA sequence BC052688	pseudogene
BC052688	Genbank	MGI:3583898	BC052688	cDNA sequence BC052688	pseudogene
BC053393	current symbol	MGI:3039605	BC053393	cDNA sequence BC053393	protein coding gene
BC053393	Genbank	MGI:3039605	BC053393	cDNA sequence BC053393	protein coding gene
BC053749	old symbol	MGI:2681861	Proser3	proline and serine rich 3	protein coding gene
BC053749	Genbank	MGI:2681861	Proser3	proline and serine rich 3	protein coding gene
BC055004	old symbol	MGI:3584036	Nxpe5	neurexophilin and PC-esterase domain family, member 5	protein coding gene
BC055004	Genbank	MGI:3584036	Nxpe5	neurexophilin and PC-esterase domain family, member 5	protein coding gene
BC055111	old symbol	MGI:2681853	Lexm	lymphocyte expansion molecule	protein coding gene
BC055111	Genbank	MGI:2681853	Lexm	lymphocyte expansion molecule	protein coding gene
BC055324	current symbol	MGI:3590554	BC055324	cDNA sequence BC055324	protein coding gene
BC055324	Genbank	MGI:3590554	BC055324	cDNA sequence BC055324	protein coding gene
BC055402	current symbol	MGI:3039597	BC055402	cDNA sequence BC055402	lncRNA gene
BC055402	Genbank	MGI:3039597	BC055402	cDNA sequence BC055402	lncRNA gene
BC056474	old symbol	MGI:3041257	Wdr83os	WD repeat domain 83 opposite strand	protein coding gene
BC056474	Genbank	MGI:3041257	Wdr83os	WD repeat domain 83 opposite strand	protein coding gene
BC057022	old symbol	MGI:3605543	Fam222a	family with sequence similarity 222, member A	protein coding gene
BC057022	Genbank	MGI:3605543	Fam222a	family with sequence similarity 222, member A	protein coding gene
BC057079	old symbol	MGI:2676921	Focad	focadhesin	protein coding gene
BC057079	Genbank	MGI:2676921	Focad	focadhesin	protein coding gene
BC060267	old symbol	MGI:2681834	Efcab12	EF-hand calcium binding domain 12	protein coding gene
BC060267	Genbank	MGI:2681834	Efcab12	EF-hand calcium binding domain 12	protein coding gene
BC061194	old symbol	MGI:3040687	Spag6	sperm associated antigen 6	protein coding gene
BC061194	Genbank	MGI:3040687	Spag6	sperm associated antigen 6	protein coding gene
BC061212	old symbol	MGI:2681870	Pramel37	PRAME like 37	protein coding gene
BC061212	Genbank	MGI:2681870	Pramel37	PRAME like 37	protein coding gene
BC061237	current symbol	MGI:2682320	BC061237	cDNA sequence BC061237	protein coding gene
BC061237	Genbank	MGI:2682320	BC061237	cDNA sequence BC061237	protein coding gene
BC064078	current symbol	MGI:3040692	BC064078	cDNA sequence BC064078	pseudogene
BC064078	Genbank	MGI:3040692	BC064078	cDNA sequence BC064078	pseudogene
BC065397	current symbol	MGI:3584520	BC065397	cDNA sequence BC065397	lncRNA gene
BC065397	Genbank	MGI:3584520	BC065397	cDNA sequence BC065397	lncRNA gene
BC066135	old symbol	MGI:3606212	Rbbp8nl	RBBP8 N-terminal like	protein coding gene
BC066135	Genbank	MGI:3606212	Rbbp8nl	RBBP8 N-terminal like	protein coding gene
BC067068	old symbol	MGI:3041259	Mettl25	methyltransferase like 25	protein coding gene
BC067068	Genbank	MGI:3041259	Mettl25	methyltransferase like 25	protein coding gene
BC068157	old symbol	MGI:3605626	Prr36	proline rich 36	protein coding gene
BC068157	Genbank	MGI:3605626	Prr36	proline rich 36	protein coding gene
BC068281	old symbol	MGI:3040699	Wdcp	WD repeat and coiled coil containing	protein coding gene
BC068281	Genbank	MGI:3040699	Wdcp	WD repeat and coiled coil containing	protein coding gene
BC080695	old symbol	MGI:3525148	Pramel20	PRAME like 20	protein coding gene
BC080695	Genbank	MGI:3525148	Pramel20	PRAME like 20	protein coding gene
BC088983	old symbol	MGI:3525111	Cep44	centrosomal protein 44	protein coding gene
BC088983	Genbank	MGI:3525111	Cep44	centrosomal protein 44	protein coding gene
BC089491	old symbol	MGI:3608324	Selenov	selenoprotein V	protein coding gene
BC089491	Genbank	MGI:3608324	Selenov	selenoprotein V	protein coding gene
BC089597	old symbol	MGI:3583955	Rdh16f2	RDH16 family member 2	protein coding gene
BC089597	Genbank	MGI:3583955	Rdh16f2	RDH16 family member 2	protein coding gene
BC090627	old symbol	MGI:3846135	Gm44502	predicted readthrough transcript (NMD candidate), 44502	protein coding gene
BC090627	Genbank	MGI:3846135	Gm44502	predicted readthrough transcript (NMD candidate), 44502	protein coding gene
BC094916	old symbol	MGI:3584522	Ifi214	interferon activated gene 214	protein coding gene
BC094916	Genbank	MGI:3584522	Ifi214	interferon activated gene 214	protein coding gene
BC096441	old symbol	MGI:3845075	Tnfsfm13	tumor necrosis factor (ligand) superfamily, membrane-bound member 13	protein coding gene
BC096441	Genbank	MGI:3845075	Tnfsfm13	tumor necrosis factor (ligand) superfamily, membrane-bound member 13	protein coding gene
BC100451	old symbol	MGI:1929713	Cep295nl	CEP295 N-terminal like	protein coding gene
BC100451	Genbank	MGI:1929713	Cep295nl	CEP295 N-terminal like	protein coding gene
BC100530	old symbol	MGI:3696883	Cstdc5	cystatin domain containing 5	protein coding gene
BC100530	Genbank	MGI:3696883	Cstdc5	cystatin domain containing 5	protein coding gene
BC107364	current symbol	MGI:3618860	BC107364	cDNA sequence BC107364	protein coding gene
BC107364	Genbank	MGI:3618860	BC107364	cDNA sequence BC107364	protein coding gene
BC117090	old symbol	MGI:3696881	Cstdc6	cystatin domain containing 6	protein coding gene
BC117090	Genbank	MGI:3696881	Cstdc6	cystatin domain containing 6	protein coding gene
BC125332	old symbol	MGI:2661384	Nutm1	NUT midline carcinoma, family member 1	protein coding gene
BC125332	Genbank	MGI:2661384	Nutm1	NUT midline carcinoma, family member 1	protein coding gene
BC147527	current symbol	MGI:4840510	BC147527	cDNA sequence BC147527	protein coding gene
